date_time,type,f_flux,temp_soil_ave,comments,f_quality_flag,plot_area,f_temp_air_ave,chamber_vol,origSiteID,origBlockID,warming,grazing,Nlevel,origPlotID,destSiteID,destPlotID,destBlockID,Namount_kg_ha_y,PAR_ave,turfID,flux_campaign,par_correction,replicate
2021-06-04T10:29:30Z,GPP,-23.531744310866856,16.188,NA,zero,0.0625,17.575333333333333,24.575,Joasete,1,W,I,1,86,Vikesland,163,1,0,124.066,86 WN1I 163,1,TRUE,NA
2021-06-04T10:29:30Z,GPP,-11.375441703084109,16.188,NA,zero,0.0625,17.575333333333333,24.575,Joasete,1,W,I,1,86,Vikesland,163,1,0,124.066,86 WN1I 163,1,NA,NA
2021-06-04T10:29:30Z,NEE,-12.147387952771918,16.188,NA,zero,0.0625,17.575333333333333,24.575,Joasete,1,W,I,1,86,Vikesland,163,1,0,124.066,86 WN1I 163,1,TRUE,NA
2021-06-04T10:29:30Z,NEE,0,16.188,NA,zero,0.0625,17.575333333333333,24.575,Joasete,1,W,I,1,86,Vikesland,163,1,0,124.066,86 WN1I 163,1,NA,NA
2021-06-04T10:35:45Z,ER,11.384356358094935,14.8,NA,ok,0.0625,17.327999999999975,24.575,Joasete,1,W,I,1,86,Vikesland,163,1,0,0.11066666666666666,86 WN1I 163,1,TRUE,NA
2021-06-04T10:35:45Z,ER,11.375441703084109,14.8,NA,ok,0.0625,17.327999999999975,24.575,Joasete,1,W,I,1,86,Vikesland,163,1,0,0.11066666666666666,86 WN1I 163,1,NA,NA
2021-06-04T10:48:30Z,GPP,-33.59359084158349,14.578,PAR 3h period average,ok,0.0625,18.420000000000016,24.575,Joasete,1,W,C,1,85,Vikesland,162,1,0,366.6818333333333,85 WN1C 162,1,TRUE,NA
2021-06-04T10:48:30Z,GPP,-37.75363366790817,14.578,PAR 3h period average,ok,0.0625,18.420000000000016,24.575,Joasete,1,W,C,1,85,Vikesland,162,1,0,366.6818333333333,85 WN1C 162,1,NA,NA
2021-06-04T10:48:30Z,NEE,7.973397146948228,14.578,PAR 3h period average,ok,0.0625,18.420000000000016,24.575,Joasete,1,W,C,1,85,Vikesland,162,1,0,366.6818333333333,85 WN1C 162,1,TRUE,NA
2021-06-04T10:48:30Z,NEE,3.808520991405095,14.578,PAR 3h period average,ok,0.0625,18.420000000000016,24.575,Joasete,1,W,C,1,85,Vikesland,162,1,0,366.6818333333333,85 WN1C 162,1,NA,NA
2021-06-04T10:54:00Z,ER,41.56698798853172,14.385333333333334,NA,ok,0.0625,17.940666666666687,24.575,Joasete,1,W,C,1,85,Vikesland,162,1,0,0.06,85 WN1C 162,1,TRUE,NA
2021-06-04T10:54:00Z,ER,41.562154659313265,14.385333333333334,NA,ok,0.0625,17.940666666666687,24.575,Joasete,1,W,C,1,85,Vikesland,162,1,0,0.06,85 WN1C 162,1,NA,NA
2021-06-04T11:00:30Z,GPP,-13.011069238204534,15.1,PAR 3h period average,ok,0.0625,19.394000000000005,24.575,Joasete,1,W,M,1,84,Vikesland,161,1,0,366.6818333333333,84 WN1M 161,1,TRUE,NA
2021-06-04T11:00:30Z,GPP,-17.159620266633294,15.1,PAR 3h period average,ok,0.0625,19.394000000000005,24.575,Joasete,1,W,M,1,84,Vikesland,161,1,0,366.6818333333333,84 WN1M 161,1,NA,NA
2021-06-04T11:00:30Z,NEE,6.983297802846358,15.1,PAR 3h period average,ok,0.0625,19.394000000000005,24.575,Joasete,1,W,M,1,84,Vikesland,161,1,0,366.6818333333333,84 WN1M 161,1,TRUE,NA
2021-06-04T11:00:30Z,NEE,2.818421647303225,15.1,PAR 3h period average,ok,0.0625,19.394000000000005,24.575,Joasete,1,W,M,1,84,Vikesland,161,1,0,366.6818333333333,84 WN1M 161,1,NA,NA
2021-06-04T11:05:45Z,ER,19.994367041050893,14.748666666666667,NA,ok,0.0625,19.088666666666654,24.575,Joasete,1,W,M,1,84,Vikesland,161,1,0,0.20266666666666666,84 WN1M 161,1,TRUE,NA
2021-06-04T11:05:45Z,ER,19.97804191393652,14.748666666666667,NA,ok,0.0625,19.088666666666654,24.575,Joasete,1,W,M,1,84,Vikesland,161,1,0,0.20266666666666666,84 WN1M 161,1,NA,NA
2021-06-04T11:11:40Z,GPP,-13.616190327372038,14.948666666666666,NA,ok,0.0625,20.126666666666665,24.575,Joasete,2,W,I,6,89,Vikesland,165,2,5,334.71866666666665,89 WN6I 165,1,TRUE,NA
2021-06-04T11:11:40Z,GPP,-15.693763502275242,14.948666666666666,NA,ok,0.0625,20.126666666666665,24.575,Joasete,2,W,I,6,89,Vikesland,165,2,5,334.71866666666665,89 WN6I 165,1,NA,NA
2021-06-04T11:11:40Z,NEE,4.429366319880067,14.948666666666666,NA,ok,0.0625,20.126666666666665,24.575,Joasete,2,W,I,6,89,Vikesland,165,2,5,334.71866666666665,89 WN6I 165,1,TRUE,NA
2021-06-04T11:11:40Z,NEE,2.230750299342937,14.948666666666666,NA,ok,0.0625,20.126666666666665,24.575,Joasete,2,W,I,6,89,Vikesland,165,2,5,334.71866666666665,89 WN6I 165,1,NA,NA
2021-06-04T11:18:00Z,ER,18.045556647252106,14.605333333333332,NA,ok,0.0625,19.50733333333335,24.575,Joasete,2,W,I,6,89,Vikesland,165,2,5,1.5033333333333334,89 WN6I 165,1,TRUE,NA
2021-06-04T11:18:00Z,ER,17.92451380161818,14.605333333333332,NA,ok,0.0625,19.50733333333335,24.575,Joasete,2,W,I,6,89,Vikesland,165,2,5,1.5033333333333334,89 WN6I 165,1,NA,NA
2021-06-04T11:43:40Z,GPP,-82.42383247066614,15.773333333333333,NA,ok,0.0625,24.79866666666669,24.575,Joasete,2,W,C,6,90,Vikesland,166,2,5,606.0233333333333,90 WN6C 166,1,TRUE,NA
2021-06-04T11:43:40Z,GPP,-99.44229838418151,15.773333333333333,NA,ok,0.0625,24.79866666666669,24.575,Joasete,2,W,C,6,90,Vikesland,166,2,5,606.0233333333333,90 WN6C 166,1,NA,NA
2021-06-04T11:43:40Z,NEE,-43.29821283804024,15.773333333333333,NA,ok,0.0625,24.79866666666669,24.575,Joasete,2,W,C,6,90,Vikesland,166,2,5,606.0233333333333,90 WN6C 166,1,TRUE,NA
